wait,2000
walk,121,25,244
walk,117,34,244
wait,5000
teleport,Hotan,Donwhang
wait,5000
walk,3559,2070,-106
walk,3561,2081,-106
walk,3562,2093,-106
wait,5000
teleport,Donwhang,Jangan
wait,5000
dismount
wait,2000
equip,Beginner Warrior Outfit (M)
wait,5000
walk,6446,1074,-32
walk,6453,1056,-32
walk,6451,1028,-32
walk,6459,999,-14
walk,6474,998,-2
walk,6490,1011,0
walk,6492,1014,0
cast,Job - Caravan Bugle
wait,2000
begintargettrading
wait,5000
walk,6482,1006,0
walk,6483,999,0
walk,6479,994,0
walk,6471,989,0
walk,6461,981,0
walk,6454,971,0
walk,6449,960,0
walk,6450,945,0
walk,6450,933,0
walk,6448,927,0
walk,6447,914,0
walk,6433,901,0
walk,6421,888,0
walk,6412,879,0
walk,6407,874,0
walk,6401,868,0
walk,6395,862,0
walk,6389,856,0
walk,6382,852,0
walk,6371,844,0
walk,6366,841,0
walk,6360,837,0
walk,6353,833,0
walk,6346,827,0
walk,6340,823,0
walk,6335,820,0
walk,6327,814,0
walk,6322,812,0
walk,6315,810,0
walk,6308,807,0
walk,6298,801,0
walk,6292,798,0
walk,6286,795,0
walk,6281,790,0
walk,6273,785,0
walk,6261,780,0
walk,6251,776,0
walk,6244,773,0
walk,6235,769,0
walk,6229,767,0
walk,6222,764,0
walk,6219,762,0
walk,6207,757,0
walk,6196,751,0
walk,6190,748,0
walk,6181,744,0
walk,6167,737,0
walk,6161,733,0
walk,6155,730,0
walk,6148,727,0
walk,6144,725,0
walk,6137,721,0
walk,6131,717,0
walk,6123,713,0
walk,6115,708,0
walk,6108,704,0
walk,6102,701,0
walk,6097,698,0
walk,6092,696,0
walk,6085,694,0
walk,6074,689,0
walk,6066,686,0
walk,6058,684,0
walk,6049,681,0
walk,6042,678,0
walk,6035,677,0
walk,6029,677,0
walk,6022,675,0
walk,6016,675,0
walk,6000,674,0
walk,5994,674,0
walk,5987,674,0
walk,5982,675,0
walk,5972,675,0
walk,5965,676,0
walk,5957,678,0
walk,5949,680,0
walk,5942,681,0
walk,5937,682,0
walk,5931,683,0
walk,5923,684,0
walk,5914,684,0
walk,5905,684,0
walk,5898,684,0
walk,5890,684,0
walk,5881,684,0
walk,5871,684,0
walk,5862,685,0
walk,5855,684,0
walk,5843,684,0
walk,5835,684,0
walk,5829,684,0
walk,5816,684,0
walk,5808,684,0
walk,5801,684,0
walk,5793,685,0
walk,5786,685,0
walk,5782,684,0
walk,5775,684,0
walk,5767,684,0
walk,5760,684,0
walk,5749,684,0
walk,5742,684,0
walk,5734,682,0
walk,5726,679,0
walk,5713,676,0
walk,5706,675,0
walk,5697,673,0
walk,5689,671,0
walk,5676,668,0
walk,5668,666,0
walk,5662,664,0
walk,5656,663,0
walk,5652,661,0
walk,5645,658,0
walk,5636,654,0
walk,5630,651,0
walk,5620,647,0
walk,5612,644,0
walk,5604,640,0
walk,5594,636,0
walk,5583,632,0
walk,5575,629,0
walk,5570,626,0
walk,5563,621,0
walk,5554,615,0
walk,5543,610,0
walk,5536,607,0
walk,5529,603,0
walk,5522,599,0
walk,5513,595,0
walk,5500,588,0
walk,5498,586,0
walk,5494,582,0
walk,5482,574,0
walk,5475,570,0
walk,5467,566,0
walk,5461,562,0
walk,5450,556,0
walk,5443,551,0
walk,5432,546,0
walk,5420,540,0
walk,5408,535,0
walk,5401,534,0
walk,5387,530,0
walk,5378,528,0
walk,5372,527,0
walk,5364,525,0
walk,5360,525,0
walk,5350,524,0
walk,5342,523,0
walk,5331,522,0
walk,5317,521,0
walk,5306,521,0
walk,5290,520,0
walk,5274,519,0
walk,5267,520,0
walk,5259,520,0
walk,5252,520,0
walk,5246,521,0
walk,5239,521,0
walk,5232,521,0
walk,5225,521,0
walk,5219,522,0
walk,5215,523,0
walk,5209,524,0
walk,5202,525,0
walk,5196,525,0
walk,5189,526,0
walk,5182,527,0
walk,5176,529,0
walk,5167,530,0
walk,5155,533,0
walk,5148,534,0
walk,5141,535,0
walk,5128,535,0
walk,5119,535,0
walk,5112,535,0
walk,5105,535,0
walk,5098,535,0
walk,5091,534,0
walk,5084,534,0
walk,5077,533,0
walk,5070,532,0
walk,5060,530,0
walk,5052,529,0
walk,5042,527,0
walk,5033,525,0
walk,5024,523,0
walk,5011,521,0
walk,5003,520,0
walk,4996,518,0
walk,4988,516,0
walk,4973,514,0
walk,4967,512,0
walk,4963,511,0
walk,4956,510,0
walk,4950,508,0
walk,4942,506,0
walk,4935,503,0
walk,4927,499,0
walk,4920,496,0
walk,4906,490,0
walk,4894,486,0
walk,4882,482,0
walk,4876,480,0
walk,4869,479,0
walk,4864,479,0
walk,4856,477,0
walk,4850,475,0
walk,4841,472,0
walk,4834,471,0
walk,4826,469,0
walk,4820,469,0
walk,4812,468,0
walk,4804,468,0
walk,4793,470,0
walk,4783,473,0
walk,4777,475,0
walk,4770,477,0
walk,4757,482,0
walk,4748,485,0
walk,4740,487,0
walk,4731,490,0
walk,4718,494,0
walk,4708,496,0
walk,4700,499,0
walk,4691,501,0
walk,4679,504,0
walk,4672,506,0
walk,4668,507,0
walk,4660,509,0
walk,4646,512,0
walk,4636,514,0
walk,4630,515,0
walk,4623,516,0
walk,4616,517,0
walk,4609,518,0
walk,4600,519,0
walk,4592,520,0
walk,4585,521,0
walk,4577,522,0
walk,4572,522,0
walk,4566,523,0
walk,4559,524,0
walk,4552,525,0
walk,4546,527,0
walk,4539,529,0
walk,4530,531,0
walk,4522,533,0
walk,4514,535,0
walk,4506,537,0
walk,4499,538,0
walk,4492,540,0
walk,4484,543,0
walk,4476,545,0
walk,4471,546,0
walk,4464,547,0
walk,4457,549,0
walk,4449,552,0
walk,4442,554,0
walk,4441,567,0
walk,4441,572,0
walk,4441,580,0
walk,4441,590,0
walk,4443,596,0
walk,4447,605,0
walk,4450,612,0
walk,4452,618,0
walk,4454,623,0
walk,4457,628,0
walk,4459,635,0
walk,4462,639,0
walk,4466,646,0
walk,4470,657,0
walk,4474,665,0
walk,4476,671,0
walk,4478,674,0
walk,4482,681,0
walk,4486,689,0
walk,4489,696,0
walk,4493,707,0
walk,4499,719,0
walk,4502,730,0
walk,4501,732,0
walk,4502,742,0
walk,4502,746,0
walk,4501,752,0
walk,4500,758,0
walk,4498,761,0
walk,4496,766,0
walk,4494,776,0
walk,4492,782,0
walk,4489,794,0
walk,4487,801,0
walk,4483,808,0
walk,4480,816,0
walk,4477,823,0
walk,4474,829,0
walk,4471,837,0
walk,4468,845,0
walk,4465,852,0
walk,4462,861,0
walk,4459,868,0
walk,4457,874,0
walk,4454,884,0
walk,4452,891,0
walk,4450,897,0
walk,4449,904,0
walk,4449,909,0
walk,4449,916,0
wait,5000
teleport,Kayık Bilet Satıcısı Chau,Kayık Bilet Satıcısı Hageuk
wait,5000
walk,4130,1206,0
walk,4119,1204,0
walk,4112,1204,0
walk,4104,1206,0
walk,4097,1207,0
walk,4093,1208,0
walk,4086,1209,0
walk,4077,1211,0
walk,4070,1214,0
walk,4063,1216,0
walk,4060,1221,0
walk,4058,1228,0
walk,4057,1233,0
walk,4055,1240,0
walk,4054,1247,0
walk,4053,1253,0
walk,4053,1260,0
walk,4054,1264,0
walk,4056,1268,0
walk,4056,1273,0
walk,4056,1280,0
walk,4055,1286,0
walk,4055,1291,0
walk,4054,1300,0
walk,4055,1307,0
walk,4056,1314,0
walk,4057,1322,0
walk,4059,1327,0
walk,4061,1333,0
walk,4061,1339,0
walk,4060,1343,0
walk,4057,1352,0
walk,4053,1360,0
walk,4049,1366,0
walk,4044,1372,0
walk,4040,1377,0
walk,4034,1384,0
walk,4029,1390,0
walk,4024,1397,0
walk,4018,1405,0
walk,4019,1402,0
walk,4017,1398,0
walk,4013,1395,0
walk,4006,1394,0
walk,4000,1393,0
walk,3993,1391,0
walk,3985,1389,0
walk,3979,1387,0
walk,3971,1385,0
walk,3965,1383,0
walk,3959,1381,0
walk,3952,1378,0
walk,3946,1376,0
walk,3938,1373,0
walk,3932,1370,0
walk,3926,1367,0
walk,3918,1363,0
walk,3909,1360,0
walk,3904,1358,0
walk,3897,1355,0
walk,3891,1353,0
walk,3883,1350,0
walk,3876,1348,0
walk,3868,1345,0
walk,3861,1342,0
walk,3855,1339,0
walk,3847,1336,0
walk,3840,1334,0
walk,3835,1331,0
walk,3828,1328,0
walk,3822,1324,0
walk,3817,1321,0
walk,3811,1319,0
walk,3805,1316,0
walk,3799,1313,0
walk,3789,1308,0
walk,3783,1305,0
walk,3776,1301,0
walk,3771,1298,0
walk,3766,1295,0
walk,3760,1292,0
